RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported
3001,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201301289,900,PRESTON AVE,CPD ,2013-03-04T00:00:00.000Z,2314
3002,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201301290,900,PRESTON AVE,CPD ,2013-03-04T00:00:00.000Z,2359
3003,LARCENY-SHOPLIFTING,201301291,1800,HYDRAULIC RD,CPD ,2013-03-04T00:00:00.000Z,2238
3004,DESCRIBE,201301294,1000,E JEFFERSON ST,CPD ,2013-03-05T00:00:00.000Z,1147
3005,DISORDERLY CONDUCT,201301295,200,E MARKET ST,CPD ,2013-03-05T00:00:00.000Z,1406
3006,PROPERTY-FOUND/RECOVERED,201301296,2500,WILLARD DR,CPD ,2013-03-05T00:00:00.000Z,1400
3007,LARCENY-ALL OTHER LARCENY,201301297,300,W MAIN ST,CPD ,2013-03-05T00:00:00.000Z,1420
3008,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301299,1000,ST CHARLES AVE,CPD ,2013-03-05T00:00:00.000Z,1502
3009,DRUG/NARCOTIC VIOLATION,201301300,400,GARRETT ST,CPD ,2013-03-07T00:00:00.000Z,1717
3010,LARCENY-SHOPLIFTING,201301301,1100,5TH ST SW,CPD ,2013-03-05T00:00:00.000Z,1801
3011,RUNAWAY,201301302,1400,HAMPTON ST,CPD ,2013-03-05T00:00:00.000Z,2134
3012,TOWED VEHICLE,201301304,300,10TH ST NW,CPD ,2013-03-06T00:00:00.000Z,0235
3013,TRAFFIC-HIT AND RUN,201301307,400,4TH ST NW,CPD ,2013-03-06T00:00:00.000Z,1900
3014,TOWED VEHICLE,201301308,600,HARRIS RD,CPD ,2013-03-06T00:00:00.000Z,1910
3015,LARCENY-THEFT FROM MOTOR VEHICLE,201301309,400,13TH ST NW,CPD ,2013-03-06T00:00:00.000Z,2225
3016,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301311,800,HARDY DR,CPD ,2013-03-07T00:00:00.000Z,0640
3017,CRIME PREVENTION INITIATIVE (CPI),201301312,500,9TH ST SW,CPD ,2013-03-07T00:00:00.000Z,1102
3018,MISC NON CRIMINAL,201301314,600,W MAIN ST,CPD ,2013-03-07T00:00:00.000Z,1116
3019,ASSIST CITIZEN-MENTAL/TDO/ECO,201301315,100,E MARKET ST,CPD ,2013-03-07T00:00:00.000Z,1113
3020,TRAFFIC-HIT AND RUN,201301316,200,CARLTON RD,CPD ,2013-03-07T00:00:00.000Z,1309
3021,SHOTS FIRED/ILLEGAL HUNTING CALL,201301319,0,ELLIEWOOD AVE,CPD ,2013-03-08T00:00:00.000Z,0250
3022,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301320,100,ELLIEWOOD AVE,CPD ,2013-03-08T00:00:00.000Z,0155
3023,ASSAULT-SIMPLE,201301321,400,14TH ST NW,CPD ,2013-03-08T00:00:00.000Z,0423
3024,LARCENY-THEFT FROM MOTOR VEHICLE,201301322,200,SHAMROCK RD,CPD ,2013-03-08T00:00:00.000Z,0324
3025,TRAFFIC-HIT AND RUN,201301323,1500,UNIVERSITY AVE,CPD ,2013-03-08T00:00:00.000Z,0449
3026,TRAFFIC-HIT AND RUN,201301324,1400,MONTICELLO RD,CPD ,2013-03-08T00:00:00.000Z,0656
3027,DOA,201301326,300,MONTE VISTA AVE,CPD ,2013-03-08T00:00:00.000Z,0830
3028,ASSAULT-SIMPLE,201301327,1100,5TH ST EXTD,CPD ,2013-03-08T00:00:00.000Z,1130
3029,ASSAULT-SIMPLE,201301328,400,HEDGE ST,CPD ,2013-03-08T00:00:00.000Z,1142
3030,TRAFFIC-HIT AND RUN,201301329,1000,HOLMES AVE,CPD ,2013-03-08T00:00:00.000Z,1209
3031,LARCENY-ALL OTHER LARCENY,201301330,700,PARK ST,CPD ,2013-03-08T00:00:00.000Z,1217
3032,TRAFFIC-HIT AND RUN,201301333,1100,PRESTON AVE,CPD ,2013-03-08T00:00:00.000Z,1409
3033,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301334,200,SHAMROCK RD,CPD ,2013-03-08T00:00:00.000Z,1338
3034,LARCENY-ALL OTHER LARCENY,201301336,200,SUNSET AVE,CPD ,2013-03-08T00:00:00.000Z,1424
3035,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201301337,700,HARRIS ST,CPD ,2013-03-08T00:00:00.000Z,1440
3036,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301338,1300,FRANCIS FIFE WAY,CPD ,2013-03-08T00:00:00.000Z,1805
3037,LARCENY-THEFT FROM BUILDING,201301339,700,PROSPECT AVE,CPD ,2013-03-08T00:00:00.000Z,1625
3038,RUNAWAY,201301340,400,4TH ST NE,CPD ,2013-03-08T00:00:00.000Z,1743
3039,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301341,400,4TH ST NW,CPD ,2013-03-08T00:00:00.000Z,1803
3040,ASSAULT-SIMPLE,201301343,500,CLEVELAND AVE,CPD ,2013-03-08T00:00:00.000Z,1844
3041,PHONE CALLS-ANNOYING,201301344,400,10TH ST NE,CPD ,2013-03-08T00:00:00.000Z,1932
3042,TRAFFIC-HIT AND RUN,201301345,1000,EMMET ST N,CPD ,2013-03-08T00:00:00.000Z,1948
3043,ASSAULT-AGGRAVATED,201301346,1200,AGNESE ST,CPD ,2013-03-08T18:43:00.000Z,1843
3044,LARCENY-THEFT FROM MOTOR VEHICLE,201301348,1900,LEWIS MOUNTAIN RD,CPD ,2013-03-08T21:03:00.000Z,2103
3045,TRAFFIC-HIT AND RUN,201301349,800,W MAIN ST,CPD ,2013-03-08T00:00:00.000Z,2249
3046,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301350,700,PROSPECT AVE,CPD ,2013-03-08T00:00:00.000Z,2220
3047,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301351,100,STADIUM RD,CPD ,2013-03-08T00:00:00.000Z,2300
3048,DRUG/NARCOTIC VIOLATION,201301352,1000,LINDEN AVE,CPD ,2013-03-09T00:00:00.000Z,0111
3049,DISORDERLY CONDUCT,201301353,100,W MAIN ST,CPD ,2013-03-09T00:00:00.000Z,0009
3050,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301354,500,RIDGE ST,CPD ,2013-03-08T00:00:00.000Z,0040
3051,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301355,100,2ND ST SE,CPD ,2013-03-09T00:00:00.000Z,0132
3052,DRUG/NARCOTIC VIOLATION,201301356,200,E MAIN ST,CPD ,2013-03-09T00:00:00.000Z,0009
3053,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301357,100,GREENWICH CT,CPD ,2013-03-09T00:00:00.000Z,0149
3054,DRIVE UNDER THE INFLUENCE,201301358,200,RIDGE MCINTIRE RD,CPD ,2013-03-09T00:00:00.000Z,0300
3055,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201301359,400,14TH ST NW,CPD ,2013-03-08T00:00:00.000Z,0423
3056,LARCENY-THEFT FROM MOTOR VEHICLE,201301360,100,WATERBURY CT,CPD ,2013-03-09T00:00:00.000Z,0839
3057,LARCENY-THEFT FROM MOTOR VEHICLE,201301361,1200,E JEFFERSON ST,CPD ,2013-03-09T00:00:00.000Z,1000
3058,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301362,400,FAIRWAY AVE,CPD ,2013-03-09T00:00:00.000Z,1030
3059,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301363,900,MARSHALL ST,CPD ,2013-03-09T00:00:00.000Z,1151
3060,TOWED VEHICLE,201301364,400,4TH ST NW,CPD ,2013-03-09T00:00:00.000Z,1208
3061,ASSAULT-SIMPLE,201301365,700,PROSPECT AVE,CPD ,2013-03-09T00:00:00.000Z,1226
3062,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301366,100,DANBURY CT,CPD ,2013-03-09T00:00:00.000Z,1313
3063,ASSIST CITIZEN-MISC,201301367,1200,EMMET ST N,CPD ,2013-03-09T00:00:00.000Z,1439
3064,ASSAULT-SIMPLE,201301369,1600,MADISON AVE,CPD ,2013-03-09T00:00:00.000Z,1706
3065,MISSING PERSON-JUVENILE,201301370,400,4TH ST NE,CPD ,2013-03-09T00:00:00.000Z,1745
3066,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301371,1100,5TH ST SW,CPD ,2013-03-09T00:00:00.000Z,1914
3067,PROPERTY-LOST,201301372,1100,5TH ST SW,CPD ,2013-03-09T00:00:00.000Z,2003
3068,FRAUD-CREDIT CARD/ATM,201301373,2100,TARLETON DR,CPD ,2013-03-10T00:00:00.000Z,0045
3069,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301374,900,HENRY AVE,CPD ,2013-03-10T00:00:00.000Z,0120
3070,ASSAULT-AGGRAVATED,201301375,1100,EMMET ST N,CPD ,2013-03-10T00:00:00.000Z,0420
3071,LARCENY-ALL OTHER LARCENY,201301376,200,W MAIN ST,CPD ,2013-03-10T00:00:00.000Z,1041
3072,ASSAULT-SIMPLE,201301378,0,HANOVER ST,CPD ,2013-03-10T00:00:00.000Z,1449
3073,PROPERTY-LOST,201301379,100,ZAN RD,CPD ,2013-03-10T00:00:00.000Z,1520
3074,ASSAULT-AGGRAVATED,201301382,500,9TH ST NW,CPD ,2013-03-10T00:00:00.000Z,1700
3075,ASSAULT-SIMPLE,201301383,800,DALE AVE,CPD ,2013-03-10T00:00:00.000Z,1810
3076,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301384,600,ROCKCREEK RD,CPD ,2013-03-10T00:00:00.000Z,1900
3077,ASSAULT-SIMPLE,201301385,200,W MAIN ST,CPD ,2013-03-10T00:00:00.000Z,1948
3078,ROBBERY,201301386,700,PROSPECT AVE,CPD ,2013-03-10T00:00:00.000Z,2035
3079,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301387,2000,BARRACKS RD,CPD ,2013-03-10T00:00:00.000Z,2110
3080,LARCENY-ALL OTHER LARCENY,201301389,900,1ST ST S,CPD ,2013-03-10T00:00:00.000Z,2100
3081,ASSAULT-SIMPLE,201301390,800,PAGE ST,CPD ,2013-03-10T00:00:00.000Z,2315
3082,TRAFFIC-HIT AND RUN,201301391,1600,UNIVERSITY AVE,CPD ,2013-03-10T00:00:00.000Z,2325
3083,DISORDERLY CONDUCT,201301392,600,RIDGE ST,CPD ,2013-03-10T00:00:00.000Z,1222
3084,ROBBERY,201301393,0,ELLIEWOOD AVE,CPD ,2013-03-11T00:00:00.000Z,0111
3085,ASSIST CITIZEN-MENTAL/TDO/ECO,201301394,1200,W MAIN ST,CPD ,2013-03-11T00:00:00.000Z,0046
3086,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301396,200,4TH ST NW,CPD ,2013-03-11T00:00:00.000Z,0732
3087,COMMUNITY RELATIONS INITIATIVE (CRI),201301398,400,14TH ST NW,CPD ,2013-03-11T00:00:00.000Z,0938
3088,LARCENY-THEFT FROM COIN-OPERATED MACHINE OR DEVICE,201301399,1200,6TH ST SE,CPD ,2013-03-11T00:00:00.000Z,1042
3089,DOA,201301400,400,4TH ST NW,CPD ,2013-03-11T00:00:00.000Z,1440
3090,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301401,1200,CARLTON AVE,CPD ,2013-03-11T00:00:00.000Z,1205
3091,TOWED VEHICLE,201301402,100,GARDEN DR,CPD ,2013-03-11T00:00:00.000Z,1212
3092,PROPERTY-LOST,201301403,1600,EMMET ST N,CPD ,2013-03-11T00:00:00.000Z,1256
3093,RECKLESS DRIVING,201301404,2000,MICHIE DR,CPD ,2013-03-08T00:00:00.000Z,1900
3094,PROPERTY-FOUND/RECOVERED,201301406,100,ELLIEWOOD AVE,CPD ,2013-03-11T00:00:00.000Z,1210
3095,ROBBERY,201301407,500,7 1/2 ST SW,CPD ,2013-03-11T00:00:00.000Z,1230
3096,LARCENY-THEFT FROM COIN-OPERATED MACHINE OR DEVICE,201301408,800,CHERRY AVE,CPD ,2013-03-11T00:00:00.000Z,1533
3097,LARCENY-ALL OTHER LARCENY,201301409,500,STEWART ST,CPD ,2013-03-11T00:00:00.000Z,1600
3098,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201301410,300,101/2 ST NW,CPD ,2013-03-11T00:00:00.000Z,1540
3099,LARCENY-SHOPLIFTING,201301411,500,W MAIN ST,CPD ,2013-03-11T00:00:00.000Z,1710
3100,LARCENY-THEFT FROM COIN-OPERATED MACHINE OR DEVICE,201301412,800,AVON ST,CPD ,2013-03-11T00:00:00.000Z,1900
3101,LARCENY-THEFT FROM COIN-OPERATED MACHINE OR DEVICE,201301413,1200,GRADY AVE,CPD ,2013-03-11T00:00:00.000Z,1850
3102,LARCENY-THEFT FROM COIN-OPERATED MACHINE OR DEVICE,201301414,1200,AVON ST,CPD ,2013-03-11T00:00:00.000Z,1640
3103,ASSAULT-AGGRAVATED,201301415,900,RIVES ST,CPD ,2013-03-11T00:00:00.000Z,2209
3104,ASSIST CITIZEN-MENTAL/TDO/ECO,201301416,200,RIDGE ST,CPD ,2013-03-11T00:00:00.000Z,2158
3105,TRESPASS ON REAL PROPERTY,201301417,300,E MARKET ST,CPD ,2013-03-12T00:00:00.000Z,0129
3106,DRIVE UNDER THE INFLUENCE,201301418,2500,JEFFERSON PARK AVE,CPD ,2013-03-12T00:00:00.000Z,0551
3107,TOWED VEHICLE,201301419,2500,JEFFERSON PARK AVE,CPD ,2013-03-12T00:00:00.000Z,0313
3108,MOTOR VEHICLE THEFT/STOLEN AUTO,201301420,600,RUGBY RD,CPD ,2013-03-12T00:00:00.000Z,0710
3109,ANIMAL-COMPLAINT,201301421,1000,HOLMES AVE,CPD ,2013-03-12T00:00:00.000Z,1007
3110,LARCENY-THEFT FROM MOTOR VEHICLE,201301422,200,CARLTON RD,CPD ,2013-03-12T00:00:00.000Z,0942
3111,TRAFFIC-HIT AND RUN,201301423,600,W MAIN ST,CPD ,2013-03-12T00:00:00.000Z,0947
3112,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201301424,1000,CHERRY AVE,CPD ,2013-03-12T00:00:00.000Z,1009
3113,PROPERTY-LOST,201301425,100,14TH ST NW,CPD ,2013-03-08T00:00:00.000Z,0852
3114,LARCENY-THEFT FROM MOTOR VEHICLE,201301427,100,MILFORD TER,CPD ,2013-03-12T00:00:00.000Z,1044
3115,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201301429,600,WATSON AVE,CPD ,2013-03-12T00:00:00.000Z,1046
3116,PROP DAMAGE,201301430,1100,ST CLAIR AVE,CPD ,2013-03-12T00:00:00.000Z,1046
3117,PROPERTY-LOST,201301431,600,E WATER ST,CPD ,2013-03-12T00:00:00.000Z,1317
3118,PROPERTY-LOST,201301433,900,2ND ST SE,CPD ,2013-03-12T00:00:00.000Z,1603
3119,TOWED VEHICLE,201301434,400,ALDERMAN RD,CPD ,2013-03-12T01:00:00.000Z,1400
3120,DRIVE UNDER THE INFLUENCE,201301435,400,ALDERMAN RD,CPD ,2013-03-12T00:00:00.000Z,2319
3121,ASSIST AGENCY-BACKUP/ASSISTANCE,201301436,500,MERIDIAN ST,CPD ,2013-03-12T22:21:00.000Z,2221
